,Month,Origin,DepDelay,ArrDelay,iata,airport,city,state,country,lat,long
2936,11,SIT,887.0,709.0,SIT,Sitka,Sitka,AK,USA,57.04713806,-135.3615983
2937,12,SIT,1981.0,2534.0,SIT,Sitka,Sitka,AK,USA,57.04713806,-135.3615983
2938,1,SJC,54107.0,53377.0,SJC,San Jose International,San Jose,CA,USA,37.36186194,-121.9290089
2939,2,SJC,40162.0,35446.0,SJC,San Jose International,San Jose,CA,USA,37.36186194,-121.9290089
2940,3,SJC,35883.0,30637.0,SJC,San Jose International,San Jose,CA,USA,37.36186194,-121.9290089
2941,4,SJC,17322.0,16727.0,SJC,San Jose International,San Jose,CA,USA,37.36186194,-121.9290089
2942,5,SJC,28753.0,27346.0,SJC,San Jose International,San Jose,CA,USA,37.36186194,-121.9290089
2943,6,SJC,36452.0,49382.0,SJC,San Jose International,San Jose,CA,USA,37.36186194,-121.9290089
2944,7,SJC,20696.0,17198.0,SJC,San Jose International,San Jose,CA,USA,37.36186194,-121.9290089
2945,8,SJC,22902.0,16895.0,SJC,San Jose International,San Jose,CA,USA,37.36186194,-121.9290089
2946,9,SJC,5300.0,-8161.0,SJC,San Jose International,San Jose,CA,USA,37.36186194,-121.9290089
2947,10,SJC,7172.0,-10028.0,SJC,San Jose International,San Jose,CA,USA,37.36186194,-121.9290089
2948,11,SJC,15499.0,-7514.0,SJC,San Jose International,San Jose,CA,USA,37.36186194,-121.9290089
2949,12,SJC,61635.0,53975.0,SJC,San Jose International,San Jose,CA,USA,37.36186194,-121.9290089
2950,1,SJT,948.0,803.0,SJT,San Angelo Regional /Mathis ,San Angelo,TX,USA,31.35775,-100.4963056
2951,2,SJT,578.0,972.0,SJT,San Angelo Regional /Mathis ,San Angelo,TX,USA,31.35775,-100.4963056
2952,3,SJT,1228.0,1654.0,SJT,San Angelo Regional /Mathis ,San Angelo,TX,USA,31.35775,-100.4963056
2953,4,SJT,493.0,1660.0,SJT,San Angelo Regional /Mathis ,San Angelo,TX,USA,31.35775,-100.4963056
2954,5,SJT,509.0,932.0,SJT,San Angelo Regional /Mathis ,San Angelo,TX,USA,31.35775,-100.4963056
2955,6,SJT,804.0,1656.0,SJT,San Angelo Regional /Mathis ,San Angelo,TX,USA,31.35775,-100.4963056
2956,7,SJT,777.0,1272.0,SJT,San Angelo Regional /Mathis ,San Angelo,TX,USA,31.35775,-100.4963056
2957,8,SJT,84.0,1238.0,SJT,San Angelo Regional /Mathis ,San Angelo,TX,USA,31.35775,-100.4963056
2958,9,SJT,-719.0,-295.0,SJT,San Angelo Regional /Mathis ,San Angelo,TX,USA,31.35775,-100.4963056
2959,11,SJT,-32.0,-75.0,SJT,San Angelo Regional /Mathis ,San Angelo,TX,USA,31.35775,-100.4963056
2960,12,SJT,136.0,158.0,SJT,San Angelo Regional /Mathis ,San Angelo,TX,USA,31.35775,-100.4963056
2961,1,SJU,22549.0,22293.0,SJU,Luis Munoz Marin International,San Juan,PR,USA,18.43941667,-66.00183333
2962,2,SJU,25094.0,30623.0,SJU,Luis Munoz Marin International,San Juan,PR,USA,18.43941667,-66.00183333
2963,3,SJU,29211.0,33999.0,SJU,Luis Munoz Marin International,San Juan,PR,USA,18.43941667,-66.00183333
2964,4,SJU,19423.0,20461.0,SJU,Luis Munoz Marin International,San Juan,PR,USA,18.43941667,-66.00183333
2965,5,SJU,12984.0,13595.0,SJU,Luis Munoz Marin International,San Juan,PR,USA,18.43941667,-66.00183333
2966,6,SJU,27257.0,38499.0,SJU,Luis Munoz Marin International,San Juan,PR,USA,18.43941667,-66.00183333
2967,7,SJU,29975.0,41357.0,SJU,Luis Munoz Marin International,San Juan,PR,USA,18.43941667,-66.00183333
2968,8,SJU,32063.0,31281.0,SJU,Luis Munoz Marin International,San Juan,PR,USA,18.43941667,-66.00183333
2969,9,SJU,11067.0,9521.0,SJU,Luis Munoz Marin International,San Juan,PR,USA,18.43941667,-66.00183333
2970,10,SJU,7082.0,3920.0,SJU,Luis Munoz Marin International,San Juan,PR,USA,18.43941667,-66.00183333
2971,11,SJU,7870.0,6411.0,SJU,Luis Munoz Marin International,San Juan,PR,USA,18.43941667,-66.00183333
2972,12,SJU,23770.0,29815.0,SJU,Luis Munoz Marin International,San Juan,PR,USA,18.43941667,-66.00183333
2973,1,SLC,150433.0,168097.0,SLC,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731
2974,2,SLC,78712.0,86027.0,SLC,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731
2975,3,SLC,69704.0,53129.0,SLC,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731
2976,4,SLC,22032.0,-6156.0,SLC,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731
2977,5,SLC,20424.0,-11859.0,SLC,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731
2978,6,SLC,60229.0,37808.0,SLC,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731
2979,7,SLC,63245.0,20309.0,SLC,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731
2980,8,SLC,51396.0,2516.0,SLC,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731
2981,9,SLC,2289.0,-48803.0,SLC,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731
2982,10,SLC,581.0,-41481.0,SLC,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731
2983,11,SLC,11257.0,-30444.0,SLC,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731
2984,12,SLC,187555.0,170114.0,SLC,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731
2985,1,SLE,930.0,1463.0,SLE,McNary Fld,Salem,OR,USA,44.90952778,-123.0025
2986,2,SLE,345.0,772.0,SLE,McNary Fld,Salem,OR,USA,44.90952778,-123.0025
2987,3,SLE,220.0,1067.0,SLE,McNary Fld,Salem,OR,USA,44.90952778,-123.0025
2988,4,SLE,-77.0,867.0,SLE,McNary Fld,Salem,OR,USA,44.90952778,-123.0025
2989,5,SLE,-102.0,475.0,SLE,McNary Fld,Salem,OR,USA,44.90952778,-123.0025
2990,6,SLE,127.0,85.0,SLE,McNary Fld,Salem,OR,USA,44.90952778,-123.0025
2991,7,SLE,-30.0,-18.0,SLE,McNary Fld,Salem,OR,USA,44.90952778,-123.0025
2992,8,SLE,-93.0,-249.0,SLE,McNary Fld,Salem,OR,USA,44.90952778,-123.0025
2993,9,SLE,-168.0,-554.0,SLE,McNary Fld,Salem,OR,USA,44.90952778,-123.0025
2994,10,SLE,-110.0,-76.0,SLE,McNary Fld,Salem,OR,USA,44.90952778,-123.0025
2995,1,SMF,55024.0,52059.0,SMF,Sacramento International,Sacramento,CA,USA,38.69542167,-121.5907669
2996,2,SMF,39083.0,35044.0,SMF,Sacramento International,Sacramento,CA,USA,38.69542167,-121.5907669
2997,3,SMF,38369.0,40355.0,SMF,Sacramento International,Sacramento,CA,USA,38.69542167,-121.5907669
2998,4,SMF,25471.0,27296.0,SMF,Sacramento International,Sacramento,CA,USA,38.69542167,-121.5907669
2999,5,SMF,29851.0,26396.0,SMF,Sacramento International,Sacramento,CA,USA,38.69542167,-121.5907669
3000,6,SMF,38782.0,51146.0,SMF,Sacramento International,Sacramento,CA,USA,38.69542167,-121.5907669
3001,7,SMF,23546.0,24040.0,SMF,Sacramento International,Sacramento,CA,USA,38.69542167,-121.5907669
3002,8,SMF,24768.0,20847.0,SMF,Sacramento International,Sacramento,CA,USA,38.69542167,-121.5907669
3003,9,SMF,8841.0,-5321.0,SMF,Sacramento International,Sacramento,CA,USA,38.69542167,-121.5907669
3004,10,SMF,14367.0,-1555.0,SMF,Sacramento International,Sacramento,CA,USA,38.69542167,-121.5907669
3005,11,SMF,20211.0,-54.0,SMF,Sacramento International,Sacramento,CA,USA,38.69542167,-121.5907669
3006,12,SMF,67954.0,72739.0,SMF,Sacramento International,Sacramento,CA,USA,38.69542167,-121.5907669
3007,1,SMX,578.0,1445.0,SMX,Santa Maria Pub/Capt G Allan Hancock ,Santa Maria,CA,USA,34.89924833,-120.4575825
3008,2,SMX,1009.0,1341.0,SMX,Santa Maria Pub/Capt G Allan Hancock ,Santa Maria,CA,USA,34.89924833,-120.4575825
3009,3,SMX,942.0,315.0,SMX,Santa Maria Pub/Capt G Allan Hancock ,Santa Maria,CA,USA,34.89924833,-120.4575825
3010,4,SMX,246.0,119.0,SMX,Santa Maria Pub/Capt G Allan Hancock ,Santa Maria,CA,USA,34.89924833,-120.4575825
3011,5,SMX,423.0,257.0,SMX,Santa Maria Pub/Capt G Allan Hancock ,Santa Maria,CA,USA,34.89924833,-120.4575825
3012,6,SMX,-213.0,-558.0,SMX,Santa Maria Pub/Capt G Allan Hancock ,Santa Maria,CA,USA,34.89924833,-120.4575825
3013,7,SMX,37.0,-518.0,SMX,Santa Maria Pub/Capt G Allan Hancock ,Santa Maria,CA,USA,34.89924833,-120.4575825
3014,8,SMX,-352.0,-1042.0,SMX,Santa Maria Pub/Capt G Allan Hancock ,Santa Maria,CA,USA,34.89924833,-120.4575825
3015,9,SMX,-19.0,-873.0,SMX,Santa Maria Pub/Capt G Allan Hancock ,Santa Maria,CA,USA,34.89924833,-120.4575825
3016,10,SMX,9.0,-599.0,SMX,Santa Maria Pub/Capt G Allan Hancock ,Santa Maria,CA,USA,34.89924833,-120.4575825
3017,11,SMX,-294.0,-928.0,SMX,Santa Maria Pub/Capt G Allan Hancock ,Santa Maria,CA,USA,34.89924833,-120.4575825
3018,12,SMX,274.0,-212.0,SMX,Santa Maria Pub/Capt G Allan Hancock ,Santa Maria,CA,USA,34.89924833,-120.4575825
3019,1,SNA,41318.0,39302.0,SNA,John Wayne /Orange Co,Santa Ana,CA,USA,33.67565861,-117.8682225
3020,2,SNA,33874.0,26137.0,SNA,John Wayne /Orange Co,Santa Ana,CA,USA,33.67565861,-117.8682225
3021,3,SNA,24221.0,22965.0,SNA,John Wayne /Orange Co,Santa Ana,CA,USA,33.67565861,-117.8682225
3022,4,SNA,15791.0,14659.0,SNA,John Wayne /Orange Co,Santa Ana,CA,USA,33.67565861,-117.8682225
3023,5,SNA,23216.0,16981.0,SNA,John Wayne /Orange Co,Santa Ana,CA,USA,33.67565861,-117.8682225
3024,6,SNA,26775.0,27570.0,SNA,John Wayne /Orange Co,Santa Ana,CA,USA,33.67565861,-117.8682225
3025,7,SNA,21239.0,12212.0,SNA,John Wayne /Orange Co,Santa Ana,CA,USA,33.67565861,-117.8682225
3026,8,SNA,23340.0,12047.0,SNA,John Wayne /Orange Co,Santa Ana,CA,USA,33.67565861,-117.8682225
3027,9,SNA,6637.0,-5099.0,SNA,John Wayne /Orange Co,Santa Ana,CA,USA,33.67565861,-117.8682225
3028,10,SNA,5135.0,-11851.0,SNA,John Wayne /Orange Co,Santa Ana,CA,USA,33.67565861,-117.8682225
3029,11,SNA,11613.0,-5873.0,SNA,John Wayne /Orange Co,Santa Ana,CA,USA,33.67565861,-117.8682225
3030,12,SNA,54039.0,47060.0,SNA,John Wayne /Orange Co,Santa Ana,CA,USA,33.67565861,-117.8682225
3031,1,SPI,5445.0,5570.0,SPI,Capital,Springfield,IL,USA,39.84395194,-89.67761861
3032,2,SPI,5392.0,4697.0,SPI,Capital,Springfield,IL,USA,39.84395194,-89.67761861
3033,3,SPI,2202.0,2637.0,SPI,Capital,Springfield,IL,USA,39.84395194,-89.67761861
3034,4,SPI,991.0,1342.0,SPI,Capital,Springfield,IL,USA,39.84395194,-89.67761861
3035,5,SPI,471.0,152.0,SPI,Capital,Springfield,IL,USA,39.84395194,-89.67761861
3036,6,SPI,2821.0,3674.0,SPI,Capital,Springfield,IL,USA,39.84395194,-89.67761861
3037,7,SPI,1441.0,1060.0,SPI,Capital,Springfield,IL,USA,39.84395194,-89.67761861
3038,8,SPI,584.0,67.0,SPI,Capital,Springfield,IL,USA,39.84395194,-89.67761861
3039,9,SPI,720.0,257.0,SPI,Capital,Springfield,IL,USA,39.84395194,-89.67761861
3040,10,SPI,306.0,-52.0,SPI,Capital,Springfield,IL,USA,39.84395194,-89.67761861
3041,11,SPI,911.0,905.0,SPI,Capital,Springfield,IL,USA,39.84395194,-89.67761861
3042,12,SPI,3605.0,2986.0,SPI,Capital,Springfield,IL,USA,39.84395194,-89.67761861
3043,1,SPS,1474.0,2052.0,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,USA,33.98879611,-98.49189333
3044,2,SPS,699.0,1534.0,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,USA,33.98879611,-98.49189333
3045,3,SPS,1552.0,1952.0,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,USA,33.98879611,-98.49189333
3046,4,SPS,1061.0,1288.0,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,USA,33.98879611,-98.49189333
3047,5,SPS,1506.0,875.0,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,USA,33.98879611,-98.49189333
3048,6,SPS,1017.0,871.0,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,USA,33.98879611,-98.49189333
3049,7,SPS,235.0,111.0,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,USA,33.98879611,-98.49189333
3050,8,SPS,793.0,704.0,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,USA,33.98879611,-98.49189333
3051,9,SPS,-760.0,-1084.0,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,USA,33.98879611,-98.49189333
3052,1,SRQ,3901.0,4477.0,SRQ,Sarasota Bradenton International,Sarasota,FL,USA,27.39533333,-82.55411111
3053,2,SRQ,11149.0,10010.0,SRQ,Sarasota Bradenton International,Sarasota,FL,USA,27.39533333,-82.55411111
3054,3,SRQ,14805.0,13938.0,SRQ,Sarasota Bradenton International,Sarasota,FL,USA,27.39533333,-82.55411111
3055,4,SRQ,4966.0,3763.0,SRQ,Sarasota Bradenton International,Sarasota,FL,USA,27.39533333,-82.55411111
3056,5,SRQ,405.0,-679.0,SRQ,Sarasota Bradenton International,Sarasota,FL,USA,27.39533333,-82.55411111
3057,6,SRQ,3559.0,2953.0,SRQ,Sarasota Bradenton International,Sarasota,FL,USA,27.39533333,-82.55411111
3058,7,SRQ,5897.0,6288.0,SRQ,Sarasota Bradenton International,Sarasota,FL,USA,27.39533333,-82.55411111
3059,8,SRQ,6065.0,4826.0,SRQ,Sarasota Bradenton International,Sarasota,FL,USA,27.39533333,-82.55411111
3060,9,SRQ,-179.0,659.0,SRQ,Sarasota Bradenton International,Sarasota,FL,USA,27.39533333,-82.55411111
3061,10,SRQ,1504.0,3152.0,SRQ,Sarasota Bradenton International,Sarasota,FL,USA,27.39533333,-82.55411111
3062,11,SRQ,3109.0,3364.0,SRQ,Sarasota Bradenton International,Sarasota,FL,USA,27.39533333,-82.55411111
3063,12,SRQ,7682.0,8923.0,SRQ,Sarasota Bradenton International,Sarasota,FL,USA,27.39533333,-82.55411111
3064,1,STL,44453.0,34373.0,STL,Lambert-St Louis International,St Louis,MO,USA,38.74768694,-90.35998972
3065,2,STL,70742.0,62062.0,STL,Lambert-St Louis International,St Louis,MO,USA,38.74768694,-90.35998972
3066,3,STL,67039.0,60005.0,STL,Lambert-St Louis International,St Louis,MO,USA,38.74768694,-90.35998972
3067,4,STL,39650.0,33327.0,STL,Lambert-St Louis International,St Louis,MO,USA,38.74768694,-90.35998972
3068,5,STL,54309.0,35687.0,STL,Lambert-St Louis International,St Louis,MO,USA,38.74768694,-90.35998972
3069,6,STL,73958.0,69078.0,STL,Lambert-St Louis International,St Louis,MO,USA,38.74768694,-90.35998972
3070,7,STL,56271.0,50671.0,STL,Lambert-St Louis International,St Louis,MO,USA,38.74768694,-90.35998972
3071,8,STL,39506.0,26731.0,STL,Lambert-St Louis International,St Louis,MO,USA,38.74768694,-90.35998972
3072,9,STL,20130.0,-3208.0,STL,Lambert-St Louis International,St Louis,MO,USA,38.74768694,-90.35998972
3073,10,STL,21531.0,2121.0,STL,Lambert-St Louis International,St Louis,MO,USA,38.74768694,-90.35998972
3074,11,STL,24356.0,2176.0,STL,Lambert-St Louis International,St Louis,MO,USA,38.74768694,-90.35998972
3075,12,STL,84800.0,66639.0,STL,Lambert-St Louis International,St Louis,MO,USA,38.74768694,-90.35998972
3076,1,STT,1982.0,2583.0,STT,Cyril E. King,Charlotte Amalie,VI,USA,18.33730556,-64.97336111
3077,2,STT,4049.0,4202.0,STT,Cyril E. King,Charlotte Amalie,VI,USA,18.33730556,-64.97336111
3078,3,STT,4721.0,4731.0,STT,Cyril E. King,Charlotte Amalie,VI,USA,18.33730556,-64.97336111
3079,4,STT,3747.0,3829.0,STT,Cyril E. King,Charlotte Amalie,VI,USA,18.33730556,-64.97336111
3080,5,STT,2.0,21.0,STT,Cyril E. King,Charlotte Amalie,VI,USA,18.33730556,-64.97336111
3081,6,STT,3713.0,3053.0,STT,Cyril E. King,Charlotte Amalie,VI,USA,18.33730556,-64.97336111
3082,7,STT,2539.0,3737.0,STT,Cyril E. King,Charlotte Amalie,VI,USA,18.33730556,-64.97336111
3083,8,STT,2330.0,3119.0,STT,Cyril E. King,Charlotte Amalie,VI,USA,18.33730556,-64.97336111
3084,9,STT,173.0,535.0,STT,Cyril E. King,Charlotte Amalie,VI,USA,18.33730556,-64.97336111
3085,10,STT,519.0,1077.0,STT,Cyril E. King,Charlotte Amalie,VI,USA,18.33730556,-64.97336111
3086,11,STT,22.0,1082.0,STT,Cyril E. King,Charlotte Amalie,VI,USA,18.33730556,-64.97336111
3087,12,STT,2644.0,4312.0,STT,Cyril E. King,Charlotte Amalie,VI,USA,18.33730556,-64.97336111
3088,1,STX,369.0,56.0,STX,Henry E. Rohlsen ,Christiansted,VI,USA,17.70188889,-64.79855556
3089,2,STX,237.0,359.0,STX,Henry E. Rohlsen ,Christiansted,VI,USA,17.70188889,-64.79855556
3090,3,STX,608.0,726.0,STX,Henry E. Rohlsen ,Christiansted,VI,USA,17.70188889,-64.79855556
3091,4,STX,458.0,419.0,STX,Henry E. Rohlsen ,Christiansted,VI,USA,17.70188889,-64.79855556
3092,5,STX,426.0,551.0,STX,Henry E. Rohlsen ,Christiansted,VI,USA,17.70188889,-64.79855556
3093,6,STX,1300.0,1501.0,STX,Henry E. Rohlsen ,Christiansted,VI,USA,17.70188889,-64.79855556
3094,7,STX,900.0,693.0,STX,Henry E. Rohlsen ,Christiansted,VI,USA,17.70188889,-64.79855556
3095,8,STX,827.0,861.0,STX,Henry E. Rohlsen ,Christiansted,VI,USA,17.70188889,-64.79855556
3096,9,STX,55.0,92.0,STX,Henry E. Rohlsen ,Christiansted,VI,USA,17.70188889,-64.79855556
3097,10,STX,44.0,-47.0,STX,Henry E. Rohlsen ,Christiansted,VI,USA,17.70188889,-64.79855556
3098,11,STX,367.0,373.0,STX,Henry E. Rohlsen ,Christiansted,VI,USA,17.70188889,-64.79855556
3099,12,STX,799.0,742.0,STX,Henry E. Rohlsen ,Christiansted,VI,USA,17.70188889,-64.79855556
3100,1,SUN,932.0,1194.0,SUN,Friedman Memorial,Hailey,ID,USA,43.50484139,-114.2965903
3101,2,SUN,902.0,1776.0,SUN,Friedman Memorial,Hailey,ID,USA,43.50484139,-114.2965903
3102,3,SUN,64.0,1037.0,SUN,Friedman Memorial,Hailey,ID,USA,43.50484139,-114.2965903
3103,4,SUN,-1411.0,-1063.0,SUN,Friedman Memorial,Hailey,ID,USA,43.50484139,-114.2965903
3104,5,SUN,-1367.0,-1216.0,SUN,Friedman Memorial,Hailey,ID,USA,43.50484139,-114.2965903
3105,6,SUN,-1359.0,-1150.0,SUN,Friedman Memorial,Hailey,ID,USA,43.50484139,-114.2965903
3106,7,SUN,-1088.0,-862.0,SUN,Friedman Memorial,Hailey,ID,USA,43.50484139,-114.2965903
3107,8,SUN,-927.0,-703.0,SUN,Friedman Memorial,Hailey,ID,USA,43.50484139,-114.2965903
3108,9,SUN,-487.0,-989.0,SUN,Friedman Memorial,Hailey,ID,USA,43.50484139,-114.2965903
3109,10,SUN,-870.0,-291.0,SUN,Friedman Memorial,Hailey,ID,USA,43.50484139,-114.2965903
3110,11,SUN,-780.0,190.0,SUN,Friedman Memorial,Hailey,ID,USA,43.50484139,-114.2965903
3111,12,SUN,3083.0,3814.0,SUN,Friedman Memorial,Hailey,ID,USA,43.50484139,-114.2965903
3112,1,SUX,429.0,487.0,SUX,Sioux Gateway ,Sioux City,IA,USA,42.40260333,-96.38436694
3113,2,SUX,253.0,307.0,SUX,Sioux Gateway ,Sioux City,IA,USA,42.40260333,-96.38436694
3114,3,SUX,5.0,16.0,SUX,Sioux Gateway ,Sioux City,IA,USA,42.40260333,-96.38436694
3115,4,SUX,97.0,-67.0,SUX,Sioux Gateway ,Sioux City,IA,USA,42.40260333,-96.38436694
3116,5,SUX,-126.0,-334.0,SUX,Sioux Gateway ,Sioux City,IA,USA,42.40260333,-96.38436694
3117,6,SUX,-20.0,-32.0,SUX,Sioux Gateway ,Sioux City,IA,USA,42.40260333,-96.38436694
3118,1,SWF,4312.0,4655.0,SWF,Stewart,Newburgh,NY,USA,41.50409361,-74.10483833
3119,2,SWF,3157.0,4866.0,SWF,Stewart,Newburgh,NY,USA,41.50409361,-74.10483833
3120,3,SWF,2896.0,4229.0,SWF,Stewart,Newburgh,NY,USA,41.50409361,-74.10483833
3121,4,SWF,1683.0,2402.0,SWF,Stewart,Newburgh,NY,USA,41.50409361,-74.10483833
3122,5,SWF,2143.0,1940.0,SWF,Stewart,Newburgh,NY,USA,41.50409361,-74.10483833
3123,6,SWF,2905.0,4151.0,SWF,Stewart,Newburgh,NY,USA,41.50409361,-74.10483833
3124,7,SWF,4551.0,5571.0,SWF,Stewart,Newburgh,NY,USA,41.50409361,-74.10483833
3125,8,SWF,3707.0,2413.0,SWF,Stewart,Newburgh,NY,USA,41.50409361,-74.10483833
3126,9,SWF,408.0,691.0,SWF,Stewart,Newburgh,NY,USA,41.50409361,-74.10483833
3127,10,SWF,-56.0,-170.0,SWF,Stewart,Newburgh,NY,USA,41.50409361,-74.10483833
3128,11,SWF,480.0,714.0,SWF,Stewart,Newburgh,NY,USA,41.50409361,-74.10483833
3129,12,SWF,2991.0,3000.0,SWF,Stewart,Newburgh,NY,USA,41.50409361,-74.10483833
3130,1,SYR,12304.0,9793.0,SYR,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056
3131,2,SYR,16530.0,16265.0,SYR,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056
3132,3,SYR,14903.0,15935.0,SYR,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056
3133,4,SYR,7666.0,8631.0,SYR,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056
3134,5,SYR,6466.0,4438.0,SYR,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056
3135,6,SYR,16166.0,21475.0,SYR,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056
3136,7,SYR,16113.0,23084.0,SYR,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056
3137,8,SYR,14987.0,14168.0,SYR,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056
3138,9,SYR,6531.0,3942.0,SYR,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056
3139,10,SYR,3640.0,1319.0,SYR,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056
3140,11,SYR,5688.0,2333.0,SYR,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056
3141,12,SYR,13986.0,16047.0,SYR,Syracuse-Hancock Intl,Syracuse,NY,USA,43.11118694,-76.10631056
3142,1,TEX,282.0,92.0,TEX,Telluride Regional,Telluride,CO,USA,37.95375861,-107.90848
3143,2,TEX,1116.0,948.0,TEX,Telluride Regional,Telluride,CO,USA,37.95375861,-107.90848
3144,3,TEX,191.0,-4.0,TEX,Telluride Regional,Telluride,CO,USA,37.95375861,-107.90848
3145,12,TEX,837.0,655.0,TEX,Telluride Regional,Telluride,CO,USA,37.95375861,-107.90848
3146,1,TLH,1282.0,1612.0,TLH,Tallahassee Regional,Tallahassee,FL,USA,30.39652778,-84.35033333
3147,2,TLH,3098.0,3272.0,TLH,Tallahassee Regional,Tallahassee,FL,USA,30.39652778,-84.35033333
3148,3,TLH,7102.0,6521.0,TLH,Tallahassee Regional,Tallahassee,FL,USA,30.39652778,-84.35033333
3149,4,TLH,4363.0,4422.0,TLH,Tallahassee Regional,Tallahassee,FL,USA,30.39652778,-84.35033333
3150,5,TLH,165.0,-527.0,TLH,Tallahassee Regional,Tallahassee,FL,USA,30.39652778,-84.35033333
3151,6,TLH,5808.0,3198.0,TLH,Tallahassee Regional,Tallahassee,FL,USA,30.39652778,-84.35033333
3152,7,TLH,6847.0,4124.0,TLH,Tallahassee Regional,Tallahassee,FL,USA,30.39652778,-84.35033333
3153,8,TLH,4278.0,1557.0,TLH,Tallahassee Regional,Tallahassee,FL,USA,30.39652778,-84.35033333
3154,9,TLH,-563.0,-1605.0,TLH,Tallahassee Regional,Tallahassee,FL,USA,30.39652778,-84.35033333
3155,10,TLH,1614.0,3199.0,TLH,Tallahassee Regional,Tallahassee,FL,USA,30.39652778,-84.35033333
3156,11,TLH,4465.0,3809.0,TLH,Tallahassee Regional,Tallahassee,FL,USA,30.39652778,-84.35033333
3157,12,TLH,3238.0,4644.0,TLH,Tallahassee Regional,Tallahassee,FL,USA,30.39652778,-84.35033333
3158,1,TOL,1770.0,2241.0,TOL,Toledo Express,Toledo,OH,USA,41.58680556,-83.80783333
3159,2,TOL,2968.0,3176.0,TOL,Toledo Express,Toledo,OH,USA,41.58680556,-83.80783333
3160,3,TOL,642.0,803.0,TOL,Toledo Express,Toledo,OH,USA,41.58680556,-83.80783333
3161,4,TOL,685.0,952.0,TOL,Toledo Express,Toledo,OH,USA,41.58680556,-83.80783333
3162,5,TOL,420.0,520.0,TOL,Toledo Express,Toledo,OH,USA,41.58680556,-83.80783333
3163,6,TOL,772.0,1872.0,TOL,Toledo Express,Toledo,OH,USA,41.58680556,-83.80783333
3164,7,TOL,684.0,1339.0,TOL,Toledo Express,Toledo,OH,USA,41.58680556,-83.80783333
3165,8,TOL,109.0,275.0,TOL,Toledo Express,Toledo,OH,USA,41.58680556,-83.80783333
3166,9,TOL,1300.0,719.0,TOL,Toledo Express,Toledo,OH,USA,41.58680556,-83.80783333
3167,10,TOL,-81.0,-58.0,TOL,Toledo Express,Toledo,OH,USA,41.58680556,-83.80783333
3168,11,TOL,87.0,415.0,TOL,Toledo Express,Toledo,OH,USA,41.58680556,-83.80783333
3169,12,TOL,1565.0,2194.0,TOL,Toledo Express,Toledo,OH,USA,41.58680556,-83.80783333
3170,1,TPA,45486.0,32722.0,TPA,Tampa International ,Tampa,FL,USA,27.97547222,-82.53325
3171,2,TPA,87619.0,81378.0,TPA,Tampa International ,Tampa,FL,USA,27.97547222,-82.53325
3172,3,TPA,99292.0,87667.0,TPA,Tampa International ,Tampa,FL,USA,27.97547222,-82.53325
3173,4,TPA,50092.0,38474.0,TPA,Tampa International ,Tampa,FL,USA,27.97547222,-82.53325
3174,5,TPA,43415.0,13089.0,TPA,Tampa International ,Tampa,FL,USA,27.97547222,-82.53325
3175,6,TPA,91964.0,66850.0,TPA,Tampa International ,Tampa,FL,USA,27.97547222,-82.53325
3176,7,TPA,89781.0,62233.0,TPA,Tampa International ,Tampa,FL,USA,27.97547222,-82.53325
