,Month,Origin,ArrDelay,DepDelay,iata,airport,city,state,country,lat,long
2481,8,PIA,-1880.0,1336.0,PIA,Greater Peoria Regional,Peoria,IL,USA,40.66424333,-89.69330556
2482,9,PIA,1998.0,2635.0,PIA,Greater Peoria Regional,Peoria,IL,USA,40.66424333,-89.69330556
2483,10,PIA,-1307.0,87.0,PIA,Greater Peoria Regional,Peoria,IL,USA,40.66424333,-89.69330556
2484,11,PIA,-1463.0,264.0,PIA,Greater Peoria Regional,Peoria,IL,USA,40.66424333,-89.69330556
2485,12,PIA,6723.0,6278.0,PIA,Greater Peoria Regional,Peoria,IL,USA,40.66424333,-89.69330556
2486,1,PIH,1227.0,651.0,PIH,Pocatello Regional,Pocatello,ID,USA,42.91130556,-112.5958611
2487,2,PIH,-56.0,-68.0,PIH,Pocatello Regional,Pocatello,ID,USA,42.91130556,-112.5958611
2488,3,PIH,-812.0,-708.0,PIH,Pocatello Regional,Pocatello,ID,USA,42.91130556,-112.5958611
2489,4,PIH,-987.0,-774.0,PIH,Pocatello Regional,Pocatello,ID,USA,42.91130556,-112.5958611
2490,5,PIH,-1694.0,-1105.0,PIH,Pocatello Regional,Pocatello,ID,USA,42.91130556,-112.5958611
2491,6,PIH,-974.0,-582.0,PIH,Pocatello Regional,Pocatello,ID,USA,42.91130556,-112.5958611
2492,7,PIH,-831.0,-539.0,PIH,Pocatello Regional,Pocatello,ID,USA,42.91130556,-112.5958611
2493,8,PIH,-1069.0,-763.0,PIH,Pocatello Regional,Pocatello,ID,USA,42.91130556,-112.5958611
2494,9,PIH,-2746.0,-1123.0,PIH,Pocatello Regional,Pocatello,ID,USA,42.91130556,-112.5958611
2495,10,PIH,-1419.0,-981.0,PIH,Pocatello Regional,Pocatello,ID,USA,42.91130556,-112.5958611
2496,11,PIH,-1192.0,-876.0,PIH,Pocatello Regional,Pocatello,ID,USA,42.91130556,-112.5958611
2497,12,PIH,-187.0,66.0,PIH,Pocatello Regional,Pocatello,ID,USA,42.91130556,-112.5958611
2498,1,PIT,34637.0,35217.0,PIT,Pittsburgh International,Pittsburgh,PA,USA,40.49146583,-80.23287083
2499,2,PIT,62536.0,47931.0,PIT,Pittsburgh International,Pittsburgh,PA,USA,40.49146583,-80.23287083
2500,3,PIT,40018.0,44880.0,PIT,Pittsburgh International,Pittsburgh,PA,USA,40.49146583,-80.23287083
2501,4,PIT,17906.0,24640.0,PIT,Pittsburgh International,Pittsburgh,PA,USA,40.49146583,-80.23287083
2502,5,PIT,17173.0,24769.0,PIT,Pittsburgh International,Pittsburgh,PA,USA,40.49146583,-80.23287083
2503,6,PIT,47992.0,52371.0,PIT,Pittsburgh International,Pittsburgh,PA,USA,40.49146583,-80.23287083
2504,7,PIT,35219.0,47036.0,PIT,Pittsburgh International,Pittsburgh,PA,USA,40.49146583,-80.23287083
2505,8,PIT,22112.0,32589.0,PIT,Pittsburgh International,Pittsburgh,PA,USA,40.49146583,-80.23287083
2506,9,PIT,5548.0,16375.0,PIT,Pittsburgh International,Pittsburgh,PA,USA,40.49146583,-80.23287083
2507,10,PIT,780.0,13720.0,PIT,Pittsburgh International,Pittsburgh,PA,USA,40.49146583,-80.23287083
2508,11,PIT,9301.0,15970.0,PIT,Pittsburgh International,Pittsburgh,PA,USA,40.49146583,-80.23287083
2509,12,PIT,54466.0,49283.0,PIT,Pittsburgh International,Pittsburgh,PA,USA,40.49146583,-80.23287083
2510,1,PLN,676.0,748.0,PLN,Pellston Regional  of Emmet County,Pellston,MI,USA,45.5709275,-84.796715
2511,2,PLN,476.0,328.0,PLN,Pellston Regional  of Emmet County,Pellston,MI,USA,45.5709275,-84.796715
2512,6,PLN,-351.0,-223.0,PLN,Pellston Regional  of Emmet County,Pellston,MI,USA,45.5709275,-84.796715
2513,7,PLN,-393.0,147.0,PLN,Pellston Regional  of Emmet County,Pellston,MI,USA,45.5709275,-84.796715
2514,8,PLN,-421.0,-173.0,PLN,Pellston Regional  of Emmet County,Pellston,MI,USA,45.5709275,-84.796715
2515,1,PMD,2337.0,1776.0,PMD,Palmdale Production Flight,Palmdale,CA,USA,34.62938889,-118.0845528
2516,2,PMD,608.0,391.0,PMD,Palmdale Production Flight,Palmdale,CA,USA,34.62938889,-118.0845528
2517,3,PMD,100.0,320.0,PMD,Palmdale Production Flight,Palmdale,CA,USA,34.62938889,-118.0845528
2518,4,PMD,-13.0,-113.0,PMD,Palmdale Production Flight,Palmdale,CA,USA,34.62938889,-118.0845528
2519,5,PMD,440.0,278.0,PMD,Palmdale Production Flight,Palmdale,CA,USA,34.62938889,-118.0845528
2520,6,PMD,673.0,522.0,PMD,Palmdale Production Flight,Palmdale,CA,USA,34.62938889,-118.0845528
2521,7,PMD,726.0,595.0,PMD,Palmdale Production Flight,Palmdale,CA,USA,34.62938889,-118.0845528
2522,8,PMD,382.0,218.0,PMD,Palmdale Production Flight,Palmdale,CA,USA,34.62938889,-118.0845528
2523,9,PMD,1719.0,2011.0,PMD,Palmdale Production Flight,Palmdale,CA,USA,34.62938889,-118.0845528
2524,10,PMD,1356.0,1334.0,PMD,Palmdale Production Flight,Palmdale,CA,USA,34.62938889,-118.0845528
2525,11,PMD,1075.0,1222.0,PMD,Palmdale Production Flight,Palmdale,CA,USA,34.62938889,-118.0845528
2526,12,PMD,255.0,361.0,PMD,Palmdale Production Flight,Palmdale,CA,USA,34.62938889,-118.0845528
2527,1,PNS,7353.0,7147.0,PNS,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444
2528,2,PNS,8578.0,8291.0,PNS,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444
2529,3,PNS,10719.0,10088.0,PNS,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444
2530,4,PNS,6398.0,5421.0,PNS,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444
2531,5,PNS,3063.0,1958.0,PNS,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444
2532,6,PNS,5598.0,6523.0,PNS,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444
2533,7,PNS,9179.0,10320.0,PNS,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444
2534,8,PNS,2744.0,4294.0,PNS,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444
2535,9,PNS,-823.0,-114.0,PNS,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444
2536,10,PNS,2037.0,2114.0,PNS,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444
2537,11,PNS,2901.0,1721.0,PNS,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444
2538,12,PNS,9513.0,7931.0,PNS,Pensacola Regional,Pensacola,FL,USA,30.47330556,-87.18744444
2539,1,PSC,1288.0,1183.0,PSC,Tri-Cities,Pasco,WA,USA,46.26468028,-119.1190292
2540,2,PSC,-625.0,-339.0,PSC,Tri-Cities,Pasco,WA,USA,46.26468028,-119.1190292
2541,3,PSC,-1291.0,-406.0,PSC,Tri-Cities,Pasco,WA,USA,46.26468028,-119.1190292
2542,4,PSC,-1808.0,-1007.0,PSC,Tri-Cities,Pasco,WA,USA,46.26468028,-119.1190292
2543,5,PSC,-422.0,-494.0,PSC,Tri-Cities,Pasco,WA,USA,46.26468028,-119.1190292
2544,6,PSC,-1302.0,-485.0,PSC,Tri-Cities,Pasco,WA,USA,46.26468028,-119.1190292
2545,7,PSC,-592.0,68.0,PSC,Tri-Cities,Pasco,WA,USA,46.26468028,-119.1190292
2546,8,PSC,-1239.0,-545.0,PSC,Tri-Cities,Pasco,WA,USA,46.26468028,-119.1190292
2547,9,PSC,-1648.0,-797.0,PSC,Tri-Cities,Pasco,WA,USA,46.26468028,-119.1190292
2548,10,PSC,-734.0,-539.0,PSC,Tri-Cities,Pasco,WA,USA,46.26468028,-119.1190292
2549,11,PSC,-536.0,-282.0,PSC,Tri-Cities,Pasco,WA,USA,46.26468028,-119.1190292
2550,12,PSC,2563.0,2328.0,PSC,Tri-Cities,Pasco,WA,USA,46.26468028,-119.1190292
2551,1,PSE,-224.0,36.0,PSE,Mercedita,Ponce,PR,USA,18.00830278,-66.56301194
2552,2,PSE,-327.0,48.0,PSE,Mercedita,Ponce,PR,USA,18.00830278,-66.56301194
2553,3,PSE,138.0,340.0,PSE,Mercedita,Ponce,PR,USA,18.00830278,-66.56301194
2554,4,PSE,-59.0,-141.0,PSE,Mercedita,Ponce,PR,USA,18.00830278,-66.56301194
2555,5,PSE,184.0,-219.0,PSE,Mercedita,Ponce,PR,USA,18.00830278,-66.56301194
2556,6,PSE,-18.0,113.0,PSE,Mercedita,Ponce,PR,USA,18.00830278,-66.56301194
2557,7,PSE,-6.0,179.0,PSE,Mercedita,Ponce,PR,USA,18.00830278,-66.56301194
2558,8,PSE,600.0,566.0,PSE,Mercedita,Ponce,PR,USA,18.00830278,-66.56301194
2559,9,PSE,96.0,95.0,PSE,Mercedita,Ponce,PR,USA,18.00830278,-66.56301194
2560,10,PSE,-105.0,-239.0,PSE,Mercedita,Ponce,PR,USA,18.00830278,-66.56301194
2561,11,PSE,-636.0,-391.0,PSE,Mercedita,Ponce,PR,USA,18.00830278,-66.56301194
2562,12,PSE,-818.0,-355.0,PSE,Mercedita,Ponce,PR,USA,18.00830278,-66.56301194
2563,1,PSG,1346.0,1605.0,PSG,James C. Johnson Petersburg,Petersburg,AK,USA,56.80165194,-132.9452781
2564,2,PSG,426.0,572.0,PSG,James C. Johnson Petersburg,Petersburg,AK,USA,56.80165194,-132.9452781
2565,3,PSG,-182.0,324.0,PSG,James C. Johnson Petersburg,Petersburg,AK,USA,56.80165194,-132.9452781
2566,4,PSG,-495.0,-212.0,PSG,James C. Johnson Petersburg,Petersburg,AK,USA,56.80165194,-132.9452781
2567,5,PSG,246.0,748.0,PSG,James C. Johnson Petersburg,Petersburg,AK,USA,56.80165194,-132.9452781
2568,6,PSG,597.0,751.0,PSG,James C. Johnson Petersburg,Petersburg,AK,USA,56.80165194,-132.9452781
2569,7,PSG,740.0,795.0,PSG,James C. Johnson Petersburg,Petersburg,AK,USA,56.80165194,-132.9452781
2570,8,PSG,2096.0,2240.0,PSG,James C. Johnson Petersburg,Petersburg,AK,USA,56.80165194,-132.9452781
2571,9,PSG,214.0,482.0,PSG,James C. Johnson Petersburg,Petersburg,AK,USA,56.80165194,-132.9452781
2572,10,PSG,307.0,465.0,PSG,James C. Johnson Petersburg,Petersburg,AK,USA,56.80165194,-132.9452781
2573,11,PSG,458.0,660.0,PSG,James C. Johnson Petersburg,Petersburg,AK,USA,56.80165194,-132.9452781
2574,12,PSG,546.0,1025.0,PSG,James C. Johnson Petersburg,Petersburg,AK,USA,56.80165194,-132.9452781
2575,1,PSP,15642.0,14567.0,PSP,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531
2576,2,PSP,13950.0,11131.0,PSP,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531
2577,3,PSP,14420.0,12416.0,PSP,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531
2578,4,PSP,8042.0,7904.0,PSP,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531
2579,5,PSP,3678.0,3635.0,PSP,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531
2580,6,PSP,876.0,1980.0,PSP,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531
2581,7,PSP,1155.0,1462.0,PSP,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531
2582,8,PSP,-302.0,418.0,PSP,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531
2583,9,PSP,1690.0,1747.0,PSP,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531
2584,10,PSP,2251.0,2085.0,PSP,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531
2585,11,PSP,3072.0,5391.0,PSP,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531
2586,12,PSP,6750.0,9119.0,PSP,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531
2587,1,PVD,8693.0,16369.0,PVD,Theodore F Green State,Providence,RI,USA,41.72399917,-71.42822111
2588,2,PVD,26119.0,26892.0,PVD,Theodore F Green State,Providence,RI,USA,41.72399917,-71.42822111
2589,3,PVD,20503.0,20996.0,PVD,Theodore F Green State,Providence,RI,USA,41.72399917,-71.42822111
2590,4,PVD,9674.0,14355.0,PVD,Theodore F Green State,Providence,RI,USA,41.72399917,-71.42822111
2591,5,PVD,8063.0,12772.0,PVD,Theodore F Green State,Providence,RI,USA,41.72399917,-71.42822111
2592,6,PVD,28438.0,31660.0,PVD,Theodore F Green State,Providence,RI,USA,41.72399917,-71.42822111
2593,7,PVD,19045.0,26410.0,PVD,Theodore F Green State,Providence,RI,USA,41.72399917,-71.42822111
2594,8,PVD,11343.0,19949.0,PVD,Theodore F Green State,Providence,RI,USA,41.72399917,-71.42822111
2595,9,PVD,1369.0,9745.0,PVD,Theodore F Green State,Providence,RI,USA,41.72399917,-71.42822111
2596,10,PVD,-3540.0,6936.0,PVD,Theodore F Green State,Providence,RI,USA,41.72399917,-71.42822111
2597,11,PVD,558.0,12768.0,PVD,Theodore F Green State,Providence,RI,USA,41.72399917,-71.42822111
2598,12,PVD,30410.0,30110.0,PVD,Theodore F Green State,Providence,RI,USA,41.72399917,-71.42822111
2599,1,PWM,5991.0,6705.0,PWM,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875
2600,2,PWM,10337.0,8777.0,PWM,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875
2601,3,PWM,9150.0,8804.0,PWM,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875
2602,4,PWM,3539.0,5141.0,PWM,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875
2603,5,PWM,1624.0,2915.0,PWM,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875
2604,6,PWM,14328.0,12731.0,PWM,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875
2605,7,PWM,15988.0,15443.0,PWM,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875
2606,8,PWM,11178.0,11432.0,PWM,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875
2607,9,PWM,1966.0,2109.0,PWM,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875
2608,10,PWM,1655.0,1479.0,PWM,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875
2609,11,PWM,2702.0,2582.0,PWM,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875
2610,12,PWM,8486.0,5949.0,PWM,Portland International Jetport,Portland,ME,USA,43.64616667,-70.30875
2611,1,RAP,118.0,329.0,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
2612,2,RAP,430.0,480.0,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
2613,3,RAP,311.0,44.0,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
2614,4,RAP,34.0,-424.0,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
2615,5,RAP,727.0,945.0,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
2616,6,RAP,1021.0,1185.0,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
2617,7,RAP,1091.0,1659.0,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
2618,8,RAP,301.0,1247.0,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
2619,9,RAP,-809.0,-287.0,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
2620,10,RAP,-958.0,-1127.0,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
2621,11,RAP,-169.0,372.0,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
2622,12,RAP,2093.0,2190.0,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
2623,1,RDD,5323.0,4520.0,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2624,2,RDD,3037.0,3085.0,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2625,3,RDD,-56.0,117.0,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2626,4,RDD,-104.0,470.0,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2627,5,RDD,1601.0,2053.0,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2628,6,RDD,2681.0,3094.0,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2629,7,RDD,2772.0,2871.0,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2630,8,RDD,1542.0,1897.0,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2631,9,RDD,1410.0,1599.0,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2632,10,RDD,864.0,945.0,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2633,11,RDD,2133.0,2189.0,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2634,12,RDD,3321.0,3647.0,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2635,1,RDM,7350.0,6172.0,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2636,2,RDM,2894.0,3531.0,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2637,3,RDM,-314.0,602.0,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2638,4,RDM,-952.0,-412.0,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2639,5,RDM,-963.0,152.0,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2640,6,RDM,701.0,1831.0,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2641,7,RDM,1725.0,2163.0,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2642,8,RDM,923.0,1230.0,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2643,9,RDM,-1128.0,-337.0,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2644,10,RDM,257.0,470.0,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2645,11,RDM,1263.0,1592.0,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2646,12,RDM,4268.0,5090.0,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2647,1,RDU,25987.0,35733.0,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2648,2,RDU,46956.0,56291.0,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2649,3,RDU,38588.0,54722.0,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2650,4,RDU,38044.0,44333.0,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2651,5,RDU,34536.0,37047.0,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2652,6,RDU,83004.0,76991.0,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2653,7,RDU,64280.0,76271.0,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2654,8,RDU,45989.0,58878.0,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2655,9,RDU,10675.0,22776.0,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2656,10,RDU,12709.0,17667.0,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2657,11,RDU,18612.0,31648.0,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2658,12,RDU,60002.0,65581.0,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2659,1,RFD,132.0,-173.0,RFD,Greater Rockford,Rockford,IL,USA,42.19536389,-89.09721111
2660,2,RFD,408.0,238.0,RFD,Greater Rockford,Rockford,IL,USA,42.19536389,-89.09721111
2661,3,RFD,905.0,888.0,RFD,Greater Rockford,Rockford,IL,USA,42.19536389,-89.09721111
2662,4,RFD,-16.0,36.0,RFD,Greater Rockford,Rockford,IL,USA,42.19536389,-89.09721111
2663,5,RFD,-282.0,-284.0,RFD,Greater Rockford,Rockford,IL,USA,42.19536389,-89.09721111
2664,6,RFD,21.0,-46.0,RFD,Greater Rockford,Rockford,IL,USA,42.19536389,-89.09721111
2665,1,RHI,251.0,163.0,RHI,Rhinelander-Oneida County,Rhinelander,WI,USA,45.63119306,-89.46745361
2666,2,RHI,112.0,117.0,RHI,Rhinelander-Oneida County,Rhinelander,WI,USA,45.63119306,-89.46745361
2667,6,RHI,66.0,97.0,RHI,Rhinelander-Oneida County,Rhinelander,WI,USA,45.63119306,-89.46745361
2668,7,RHI,358.0,447.0,RHI,Rhinelander-Oneida County,Rhinelander,WI,USA,45.63119306,-89.46745361
2669,8,RHI,-158.0,-93.0,RHI,Rhinelander-Oneida County,Rhinelander,WI,USA,45.63119306,-89.46745361
2670,9,RHI,49.0,50.0,RHI,Rhinelander-Oneida County,Rhinelander,WI,USA,45.63119306,-89.46745361
2671,10,RHI,-144.0,-95.0,RHI,Rhinelander-Oneida County,Rhinelander,WI,USA,45.63119306,-89.46745361
2672,11,RHI,8.0,-95.0,RHI,Rhinelander-Oneida County,Rhinelander,WI,USA,45.63119306,-89.46745361
2673,12,RHI,418.0,363.0,RHI,Rhinelander-Oneida County,Rhinelander,WI,USA,45.63119306,-89.46745361
2674,1,RIC,11381.0,12632.0,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2675,2,RIC,18597.0,17960.0,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2676,3,RIC,20706.0,23339.0,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2677,4,RIC,11881.0,13222.0,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2678,5,RIC,14456.0,13284.0,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2679,6,RIC,26926.0,25294.0,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2680,7,RIC,21891.0,23469.0,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2681,8,RIC,19863.0,19943.0,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2682,9,RIC,5774.0,7894.0,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2683,10,RIC,7162.0,7491.0,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2684,11,RIC,10407.0,12582.0,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2685,12,RIC,23277.0,21322.0,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2686,1,RNO,34723.0,35460.0,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
2687,2,RNO,23001.0,25779.0,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
2688,3,RNO,14925.0,21070.0,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
2689,4,RNO,-286.0,8187.0,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
2690,5,RNO,1644.0,8111.0,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
2691,6,RNO,7123.0,15139.0,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
2692,7,RNO,5837.0,12717.0,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
2693,8,RNO,3743.0,10829.0,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
2694,9,RNO,822.0,6356.0,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
2695,10,RNO,-3327.0,3232.0,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
2696,11,RNO,1908.0,8773.0,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
2697,12,RNO,25026.0,29869.0,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
2698,1,ROA,3379.0,3898.0,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
2699,2,ROA,5448.0,5775.0,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
2700,3,ROA,3097.0,3519.0,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
2701,4,ROA,2506.0,3240.0,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
2702,5,ROA,1761.0,1771.0,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
2703,6,ROA,2877.0,3454.0,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
2704,7,ROA,2630.0,3413.0,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
2705,8,ROA,625.0,1973.0,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
2706,9,ROA,2929.0,3855.0,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
2707,10,ROA,1873.0,2110.0,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
2708,11,ROA,2589.0,3030.0,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
2709,12,ROA,4719.0,4726.0,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
2710,1,ROC,13382.0,12654.0,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2711,2,ROC,26107.0,19129.0,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2712,3,ROC,16862.0,12944.0,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2713,4,ROC,11928.0,12227.0,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2714,5,ROC,2986.0,4543.0,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2715,6,ROC,18149.0,18031.0,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2716,7,ROC,18973.0,18508.0,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2717,8,ROC,14039.0,15148.0,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2718,9,ROC,4220.0,5837.0,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2719,10,ROC,3586.0,5323.0,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2720,11,ROC,6959.0,6565.0,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2721,12,ROC,23611.0,18221.0,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2722,1,ROW,273.0,383.0,ROW,Roswell Industrial Air Center,Roswell,NM,USA,33.30155556,-104.5305556
2723,2,ROW,872.0,931.0,ROW,Roswell Industrial Air Center,Roswell,NM,USA,33.30155556,-104.5305556
2724,3,ROW,963.0,881.0,ROW,Roswell Industrial Air Center,Roswell,NM,USA,33.30155556,-104.5305556
2725,4,ROW,-79.0,198.0,ROW,Roswell Industrial Air Center,Roswell,NM,USA,33.30155556,-104.5305556
