,Month,Dest,ArrDelay,DepDelay,iata,airport,city,state,country,lat,long
2614,2,RAP,2174.0,1697.0,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
2615,3,RAP,1468.0,1236.0,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
2616,4,RAP,1087.0,1701.0,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
2617,5,RAP,1585.0,1634.0,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
2618,6,RAP,1967.0,2192.0,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
2619,7,RAP,2520.0,3373.0,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
2620,8,RAP,1268.0,2278.0,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
2621,9,RAP,-209.0,442.0,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
2622,10,RAP,-1123.0,14.0,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
2623,11,RAP,231.0,420.0,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
2624,12,RAP,3195.0,3584.0,RAP,Rapid City Regional,Rapid City,SD,USA,44.04532139,-103.0573708
2625,1,RDD,4717.0,4947.0,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2626,2,RDD,3359.0,3043.0,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2627,3,RDD,916.0,829.0,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2628,4,RDD,659.0,556.0,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2629,5,RDD,2041.0,1789.0,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2630,6,RDD,2598.0,2588.0,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2631,7,RDD,2576.0,2753.0,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2632,8,RDD,1689.0,2160.0,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2633,9,RDD,1049.0,1682.0,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2634,10,RDD,736.0,1080.0,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2635,11,RDD,2280.0,2207.0,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2636,12,RDD,3146.0,2913.0,RDD,Redding Municipal,Redding,CA,USA,40.50898361,-122.2934019
2637,1,RDM,4320.0,4047.0,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2638,2,RDM,2213.0,2577.0,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2639,3,RDM,578.0,819.0,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2640,4,RDM,-391.0,-238.0,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2641,5,RDM,-68.0,189.0,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2642,6,RDM,669.0,1036.0,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2643,7,RDM,677.0,1338.0,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2644,8,RDM,-49.0,1047.0,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2645,9,RDM,-541.0,504.0,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2646,10,RDM,188.0,677.0,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2647,11,RDM,939.0,1413.0,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2648,12,RDM,5265.0,4853.0,RDM,Roberts ,Redmond,OR,USA,44.25406722,-121.1499633
2649,1,RDU,28689.0,47027.0,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2650,2,RDU,57022.0,64255.0,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2651,3,RDU,55924.0,65116.0,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2652,4,RDU,43490.0,49566.0,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2653,5,RDU,22074.0,39667.0,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2654,6,RDU,82361.0,83599.0,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2655,7,RDU,76392.0,81421.0,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2656,8,RDU,49331.0,61068.0,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2657,9,RDU,14847.0,22512.0,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2658,10,RDU,4178.0,17654.0,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2659,11,RDU,19152.0,27497.0,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2660,12,RDU,74722.0,78631.0,RDU,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2661,1,RFD,981.0,893.0,RFD,Greater Rockford,Rockford,IL,USA,42.19536389,-89.09721111
2662,2,RFD,545.0,716.0,RFD,Greater Rockford,Rockford,IL,USA,42.19536389,-89.09721111
2663,3,RFD,42.0,192.0,RFD,Greater Rockford,Rockford,IL,USA,42.19536389,-89.09721111
2664,4,RFD,-73.0,121.0,RFD,Greater Rockford,Rockford,IL,USA,42.19536389,-89.09721111
2665,5,RFD,-92.0,28.0,RFD,Greater Rockford,Rockford,IL,USA,42.19536389,-89.09721111
2666,6,RFD,-91.0,-16.0,RFD,Greater Rockford,Rockford,IL,USA,42.19536389,-89.09721111
2667,1,RHI,98.0,162.0,RHI,Rhinelander-Oneida County,Rhinelander,WI,USA,45.63119306,-89.46745361
2668,2,RHI,134.0,127.0,RHI,Rhinelander-Oneida County,Rhinelander,WI,USA,45.63119306,-89.46745361
2669,6,RHI,-57.0,68.0,RHI,Rhinelander-Oneida County,Rhinelander,WI,USA,45.63119306,-89.46745361
2670,7,RHI,71.0,179.0,RHI,Rhinelander-Oneida County,Rhinelander,WI,USA,45.63119306,-89.46745361
2671,8,RHI,-163.0,31.0,RHI,Rhinelander-Oneida County,Rhinelander,WI,USA,45.63119306,-89.46745361
2672,9,RHI,-125.0,77.0,RHI,Rhinelander-Oneida County,Rhinelander,WI,USA,45.63119306,-89.46745361
2673,10,RHI,-179.0,42.0,RHI,Rhinelander-Oneida County,Rhinelander,WI,USA,45.63119306,-89.46745361
2674,11,RHI,32.0,4.0,RHI,Rhinelander-Oneida County,Rhinelander,WI,USA,45.63119306,-89.46745361
2675,12,RHI,430.0,491.0,RHI,Rhinelander-Oneida County,Rhinelander,WI,USA,45.63119306,-89.46745361
2676,1,RIC,13692.0,19934.0,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2677,2,RIC,19776.0,24301.0,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2678,3,RIC,24284.0,28770.0,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2679,4,RIC,16038.0,18319.0,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2680,5,RIC,11657.0,16948.0,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2681,6,RIC,27659.0,26472.0,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2682,7,RIC,32335.0,31460.0,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2683,8,RIC,19645.0,23049.0,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2684,9,RIC,5910.0,6910.0,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2685,10,RIC,3677.0,7293.0,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2686,11,RIC,6645.0,10617.0,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2687,12,RIC,24158.0,25154.0,RIC,Richmond International,Richmond,VA,USA,37.50516667,-77.31966667
2688,1,RNO,31597.0,33384.0,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
2689,2,RNO,22303.0,26628.0,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
2690,3,RNO,20875.0,24970.0,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
2691,4,RNO,9942.0,13278.0,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
2692,5,RNO,7658.0,14160.0,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
2693,6,RNO,20864.0,24131.0,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
2694,7,RNO,10743.0,17645.0,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
2695,8,RNO,6902.0,15066.0,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
2696,9,RNO,-1702.0,5230.0,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
2697,10,RNO,-2548.0,5042.0,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
2698,11,RNO,-823.0,8946.0,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
2699,12,RNO,30011.0,36241.0,RNO,Reno/Tahoe International,Reno,NV,USA,39.49857611,-119.7680647
2700,1,ROA,3506.0,4339.0,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
2701,2,ROA,5713.0,5973.0,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
2702,3,ROA,3567.0,4134.0,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
2703,4,ROA,3358.0,3174.0,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
2704,5,ROA,312.0,1019.0,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
2705,6,ROA,2342.0,3308.0,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
2706,7,ROA,3856.0,4914.0,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
2707,8,ROA,932.0,2867.0,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
2708,9,ROA,1870.0,2268.0,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
2709,10,ROA,-116.0,843.0,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
2710,11,ROA,1396.0,1465.0,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
2711,12,ROA,5104.0,4097.0,ROA,Roanoke Regional/ Woodrum ,Roanoke,VA,USA,37.32546833,-79.97542833
2712,1,ROC,11352.0,13954.0,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2713,2,ROC,18852.0,21831.0,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2714,3,ROC,11012.0,17719.0,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2715,4,ROC,9865.0,14908.0,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2716,5,ROC,5543.0,8665.0,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2717,6,ROC,24109.0,21553.0,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2718,7,ROC,25647.0,24931.0,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2719,8,ROC,17397.0,17968.0,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2720,9,ROC,1728.0,5410.0,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2721,10,ROC,1517.0,6143.0,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2722,11,ROC,4018.0,7258.0,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2723,12,ROC,17937.0,20051.0,ROC,Greater Rochester Int'l,Rochester,NY,USA,43.11886611,-77.67238389
2724,1,ROW,198.0,388.0,ROW,Roswell Industrial Air Center,Roswell,NM,USA,33.30155556,-104.5305556
2725,2,ROW,492.0,719.0,ROW,Roswell Industrial Air Center,Roswell,NM,USA,33.30155556,-104.5305556
2726,3,ROW,926.0,1116.0,ROW,Roswell Industrial Air Center,Roswell,NM,USA,33.30155556,-104.5305556
2727,4,ROW,521.0,662.0,ROW,Roswell Industrial Air Center,Roswell,NM,USA,33.30155556,-104.5305556
2728,5,ROW,622.0,760.0,ROW,Roswell Industrial Air Center,Roswell,NM,USA,33.30155556,-104.5305556
2729,6,ROW,1319.0,1026.0,ROW,Roswell Industrial Air Center,Roswell,NM,USA,33.30155556,-104.5305556
2730,7,ROW,907.0,997.0,ROW,Roswell Industrial Air Center,Roswell,NM,USA,33.30155556,-104.5305556
2731,8,ROW,1221.0,1105.0,ROW,Roswell Industrial Air Center,Roswell,NM,USA,33.30155556,-104.5305556
2732,9,ROW,-281.0,-19.0,ROW,Roswell Industrial Air Center,Roswell,NM,USA,33.30155556,-104.5305556
2733,10,ROW,553.0,442.0,ROW,Roswell Industrial Air Center,Roswell,NM,USA,33.30155556,-104.5305556
2734,11,ROW,376.0,661.0,ROW,Roswell Industrial Air Center,Roswell,NM,USA,33.30155556,-104.5305556
2735,12,ROW,822.0,985.0,ROW,Roswell Industrial Air Center,Roswell,NM,USA,33.30155556,-104.5305556
2736,1,RST,5848.0,5370.0,RST,Rochester International,Rochester,MN,USA,43.90882639,-92.49798722
2737,2,RST,8162.0,7746.0,RST,Rochester International,Rochester,MN,USA,43.90882639,-92.49798722
2738,3,RST,3067.0,4258.0,RST,Rochester International,Rochester,MN,USA,43.90882639,-92.49798722
2739,4,RST,2049.0,2400.0,RST,Rochester International,Rochester,MN,USA,43.90882639,-92.49798722
2740,5,RST,1235.0,1765.0,RST,Rochester International,Rochester,MN,USA,43.90882639,-92.49798722
2741,6,RST,3468.0,3065.0,RST,Rochester International,Rochester,MN,USA,43.90882639,-92.49798722
2742,7,RST,1424.0,1729.0,RST,Rochester International,Rochester,MN,USA,43.90882639,-92.49798722
2743,8,RST,-174.0,705.0,RST,Rochester International,Rochester,MN,USA,43.90882639,-92.49798722
2744,9,RST,52.0,1305.0,RST,Rochester International,Rochester,MN,USA,43.90882639,-92.49798722
2745,10,RST,-746.0,388.0,RST,Rochester International,Rochester,MN,USA,43.90882639,-92.49798722
2746,11,RST,-241.0,815.0,RST,Rochester International,Rochester,MN,USA,43.90882639,-92.49798722
2747,12,RST,5425.0,4919.0,RST,Rochester International,Rochester,MN,USA,43.90882639,-92.49798722
2748,1,RSW,10765.0,19973.0,RSW,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667
2749,2,RSW,40772.0,35257.0,RSW,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667
2750,3,RSW,35363.0,34847.0,RSW,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667
2751,4,RSW,9028.0,15442.0,RSW,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667
2752,5,RSW,1891.0,9870.0,RSW,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667
2753,6,RSW,13833.0,14651.0,RSW,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667
2754,7,RSW,16183.0,21424.0,RSW,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667
2755,8,RSW,8820.0,12706.0,RSW,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667
2756,9,RSW,-69.0,3023.0,RSW,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667
2757,10,RSW,1841.0,6346.0,RSW,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667
2758,11,RSW,2605.0,8512.0,RSW,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667
2759,12,RSW,34380.0,37757.0,RSW,Southwest Florida International,Ft. Myers,FL,USA,26.53616667,-81.75516667
2760,1,SAN,84228.0,94463.0,SAN,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567
2761,2,SAN,73677.0,89342.0,SAN,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567
2762,3,SAN,46563.0,75842.0,SAN,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567
2763,4,SAN,39378.0,51833.0,SAN,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567
2764,5,SAN,59512.0,57615.0,SAN,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567
2765,6,SAN,102583.0,92580.0,SAN,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567
2766,7,SAN,52920.0,74768.0,SAN,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567
2767,8,SAN,41868.0,68862.0,SAN,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567
2768,9,SAN,-10249.0,22986.0,SAN,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567
2769,10,SAN,-13247.0,27666.0,SAN,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567
2770,11,SAN,-44.0,41103.0,SAN,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567
2771,12,SAN,113211.0,121079.0,SAN,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567
2772,1,SAT,36160.0,43304.0,SAT,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778
2773,2,SAT,41586.0,47729.0,SAT,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778
2774,3,SAT,47594.0,55296.0,SAT,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778
2775,4,SAT,31097.0,36251.0,SAT,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778
2776,5,SAT,34869.0,38912.0,SAT,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778
2777,6,SAT,46968.0,58797.0,SAT,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778
2778,7,SAT,34794.0,46800.0,SAT,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778
2779,8,SAT,29178.0,40518.0,SAT,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778
2780,9,SAT,-1756.0,13642.0,SAT,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778
2781,10,SAT,2231.0,16691.0,SAT,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778
2782,11,SAT,5183.0,19187.0,SAT,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778
2783,12,SAT,51421.0,58538.0,SAT,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778
2784,1,SAV,10524.0,11882.0,SAV,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889
2785,2,SAV,14049.0,13429.0,SAV,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889
2786,3,SAV,18972.0,18776.0,SAV,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889
2787,4,SAV,11345.0,14163.0,SAV,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889
2788,5,SAV,5097.0,11305.0,SAV,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889
2789,6,SAV,18421.0,20943.0,SAV,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889
2790,7,SAV,17472.0,19148.0,SAV,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889
2791,8,SAV,12164.0,14171.0,SAV,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889
2792,9,SAV,2518.0,4281.0,SAV,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889
2793,10,SAV,4026.0,6080.0,SAV,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889
2794,11,SAV,3588.0,5743.0,SAV,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889
2795,12,SAV,13843.0,13687.0,SAV,Savannah International,Savannah,GA,USA,32.12758333,-81.20213889
2796,1,SBA,13957.0,14100.0,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733
2797,2,SBA,6929.0,7894.0,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733
2798,3,SBA,1886.0,3779.0,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733
2799,4,SBA,775.0,2487.0,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733
2800,5,SBA,4444.0,6262.0,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733
2801,6,SBA,5321.0,6874.0,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733
2802,7,SBA,5239.0,7135.0,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733
2803,8,SBA,2648.0,4547.0,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733
2804,9,SBA,926.0,2050.0,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733
2805,10,SBA,-721.0,2278.0,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733
2806,11,SBA,2526.0,4331.0,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733
2807,12,SBA,9625.0,9940.0,SBA,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733
2808,1,SBN,8688.0,8698.0,SBN,South Bend Regional,South Bend,IN,USA,41.70895361,-86.31847417
2809,2,SBN,6369.0,6654.0,SBN,South Bend Regional,South Bend,IN,USA,41.70895361,-86.31847417
2810,3,SBN,4431.0,5950.0,SBN,South Bend Regional,South Bend,IN,USA,41.70895361,-86.31847417
2811,4,SBN,2374.0,4074.0,SBN,South Bend Regional,South Bend,IN,USA,41.70895361,-86.31847417
2812,5,SBN,1064.0,3270.0,SBN,South Bend Regional,South Bend,IN,USA,41.70895361,-86.31847417
2813,6,SBN,7331.0,7770.0,SBN,South Bend Regional,South Bend,IN,USA,41.70895361,-86.31847417
2814,7,SBN,4261.0,5255.0,SBN,South Bend Regional,South Bend,IN,USA,41.70895361,-86.31847417
2815,8,SBN,936.0,3299.0,SBN,South Bend Regional,South Bend,IN,USA,41.70895361,-86.31847417
2816,9,SBN,1326.0,2345.0,SBN,South Bend Regional,South Bend,IN,USA,41.70895361,-86.31847417
2817,10,SBN,-1047.0,696.0,SBN,South Bend Regional,South Bend,IN,USA,41.70895361,-86.31847417
2818,11,SBN,1352.0,1981.0,SBN,South Bend Regional,South Bend,IN,USA,41.70895361,-86.31847417
2819,12,SBN,8920.0,7853.0,SBN,South Bend Regional,South Bend,IN,USA,41.70895361,-86.31847417
2820,1,SBP,6393.0,6202.0,SBP,San Luis Obispo Co-McChesney ,San Luis Obispo,CA,USA,35.23705806,-120.6423931
2821,2,SBP,3454.0,3520.0,SBP,San Luis Obispo Co-McChesney ,San Luis Obispo,CA,USA,35.23705806,-120.6423931
2822,3,SBP,641.0,1618.0,SBP,San Luis Obispo Co-McChesney ,San Luis Obispo,CA,USA,35.23705806,-120.6423931
2823,4,SBP,772.0,1254.0,SBP,San Luis Obispo Co-McChesney ,San Luis Obispo,CA,USA,35.23705806,-120.6423931
2824,5,SBP,3518.0,3880.0,SBP,San Luis Obispo Co-McChesney ,San Luis Obispo,CA,USA,35.23705806,-120.6423931
2825,6,SBP,4194.0,5438.0,SBP,San Luis Obispo Co-McChesney ,San Luis Obispo,CA,USA,35.23705806,-120.6423931
2826,7,SBP,1441.0,2958.0,SBP,San Luis Obispo Co-McChesney ,San Luis Obispo,CA,USA,35.23705806,-120.6423931
2827,8,SBP,695.0,2311.0,SBP,San Luis Obispo Co-McChesney ,San Luis Obispo,CA,USA,35.23705806,-120.6423931
2828,9,SBP,2546.0,3753.0,SBP,San Luis Obispo Co-McChesney ,San Luis Obispo,CA,USA,35.23705806,-120.6423931
2829,10,SBP,691.0,1663.0,SBP,San Luis Obispo Co-McChesney ,San Luis Obispo,CA,USA,35.23705806,-120.6423931
2830,11,SBP,990.0,1557.0,SBP,San Luis Obispo Co-McChesney ,San Luis Obispo,CA,USA,35.23705806,-120.6423931
2831,12,SBP,3468.0,4150.0,SBP,San Luis Obispo Co-McChesney ,San Luis Obispo,CA,USA,35.23705806,-120.6423931
2832,1,SCC,278.0,269.0,SCC,Deadhorse,Deadhorse,AK,USA,70.19475583,-148.4651608
2833,2,SCC,-201.0,-63.0,SCC,Deadhorse,Deadhorse,AK,USA,70.19475583,-148.4651608
2834,3,SCC,-97.0,177.0,SCC,Deadhorse,Deadhorse,AK,USA,70.19475583,-148.4651608
2835,4,SCC,396.0,652.0,SCC,Deadhorse,Deadhorse,AK,USA,70.19475583,-148.4651608
2836,5,SCC,-838.0,-163.0,SCC,Deadhorse,Deadhorse,AK,USA,70.19475583,-148.4651608
2837,6,SCC,350.0,680.0,SCC,Deadhorse,Deadhorse,AK,USA,70.19475583,-148.4651608
2838,7,SCC,847.0,881.0,SCC,Deadhorse,Deadhorse,AK,USA,70.19475583,-148.4651608
2839,8,SCC,831.0,797.0,SCC,Deadhorse,Deadhorse,AK,USA,70.19475583,-148.4651608
2840,9,SCC,-117.0,-19.0,SCC,Deadhorse,Deadhorse,AK,USA,70.19475583,-148.4651608
2841,10,SCC,207.0,208.0,SCC,Deadhorse,Deadhorse,AK,USA,70.19475583,-148.4651608
2842,11,SCC,597.0,633.0,SCC,Deadhorse,Deadhorse,AK,USA,70.19475583,-148.4651608
2843,12,SCC,373.0,306.0,SCC,Deadhorse,Deadhorse,AK,USA,70.19475583,-148.4651608
2844,1,SCE,248.0,614.0,SCE,University Park,,,USA,40.851206,-77.846302
2845,2,SCE,1073.0,1335.0,SCE,University Park,,,USA,40.851206,-77.846302
2846,3,SCE,140.0,456.0,SCE,University Park,,,USA,40.851206,-77.846302
2847,4,SCE,176.0,431.0,SCE,University Park,,,USA,40.851206,-77.846302
2848,5,SCE,-104.0,-61.0,SCE,University Park,,,USA,40.851206,-77.846302
2849,6,SCE,203.0,235.0,SCE,University Park,,,USA,40.851206,-77.846302
2850,7,SCE,-125.0,98.0,SCE,University Park,,,USA,40.851206,-77.846302
2851,8,SCE,-21.0,181.0,SCE,University Park,,,USA,40.851206,-77.846302
2852,9,SCE,90.0,317.0,SCE,University Park,,,USA,40.851206,-77.846302
2853,10,SCE,-248.0,69.0,SCE,University Park,,,USA,40.851206,-77.846302
2854,11,SCE,275.0,312.0,SCE,University Park,,,USA,40.851206,-77.846302
2855,12,SCE,1425.0,1205.0,SCE,University Park,,,USA,40.851206,-77.846302
2856,1,SDF,20733.0,25799.0,SDF,Louisville International-Standiford ,Louisville,KY,USA,38.17438889,-85.736
2857,2,SDF,32783.0,33403.0,SDF,Louisville International-Standiford ,Louisville,KY,USA,38.17438889,-85.736
2858,3,SDF,26684.0,28080.0,SDF,Louisville International-Standiford ,Louisville,KY,USA,38.17438889,-85.736
2859,4,SDF,14534.0,18195.0,SDF,Louisville International-Standiford ,Louisville,KY,USA,38.17438889,-85.736
